month,is_monsoon,rainfall_7day_mm,river_level_m,temperature_c,soil_moisture_pct,flood_risk_score,drought_risk_score
3,0,83.9,3.63,26.8,35.5,68.1,41.9
6,1,235.9,8.25,26.2,61.7,100.0,0.0
7,1,270.0,8.56,31.2,62.6,100.0,6.5
8,1,89.9,5.52,33.1,40.4,100.0,41.2
7,1,238.1,8.57,30.4,56.4,100.0,9.5
5,0,60.3,3.28,29.9,33.3,51.5,50.0
12,0,0.0,1.92,22.8,29.0,9.4,56.4
7,1,16.1,2.9,29.4,32.9,49.6,58.3
10,0,36.4,2.2,31.0,29.9,36.1,54.2
9,1,220.9,6.92,31.1,63.5,100.0,10.9
7,1,188.8,6.85,31.1,47.7,100.0,41.1
11,0,17.0,1.41,20.2,36.1,14.6,39.8
2,0,36.5,2.11,20.2,36.5,37.9,30.1
12,0,1.0,0.11,13.4,33.3,0.0,16.6
11,0,14.7,2.83,19.5,36.2,41.6,27.7
7,1,203.4,6.64,27.6,67.1,100.0,5.8
9,1,123.3,5.44,35.1,36.2,100.0,43.4
7,1,182.2,7.22,35.0,48.7,100.0,32.7
4,0,17.2,2.02,29.1,22.7,31.5,74.3
10,0,116.5,4.7,26.4,39.1,95.4,31.7
3,0,47.5,1.71,24.5,33.6,29.3,31.8
4,0,137.0,5.68,25.4,48.0,100.0,36.2
7,1,177.5,6.9,35.9,45.9,100.0,51.4
11,0,26.3,2.15,18.3,38.2,3.8,30.7
5,0,68.2,3.72,21.1,35.1,78.9,39.0
6,1,177.6,5.55,33.6,46.7,100.0,29.6
1,0,8.6,1.5,23.8,34.8,15.1,49.6
2,0,16.3,2.69,24.1,26.3,35.9,46.1
1,0,18.5,0.75,22.6,32.9,0.0,30.2
1,0,6.4,1.96,23.0,34.0,26.8,63.8
11,0,13.6,2.09,20.1,32.0,27.5,25.8
11,0,8.3,2.85,14.8,41.1,37.1,22.1
10,0,145.9,3.47,27.1,42.6,77.5,27.3
1,0,14.0,2.75,21.6,39.3,41.2,39.1
1,0,32.0,1.8,19.7,40.9,35.2,26.3
4,0,63.5,2.5,26.5,38.6,34.1,38.4
7,1,200.0,5.97,28.6,62.7,100.0,7.3
5,0,26.4,1.38,24.5,32.7,22.9,48.1
6,1,145.6,5.85,35.6,40.3,100.0,45.5
3,0,76.9,2.37,31.7,43.1,38.5,44.7
9,1,302.1,9.19,31.0,79.7,100.0,0.0
4,0,77.3,2.65,27.7,36.0,48.2,57.5
1,0,30.2,1.38,17.5,39.9,18.8,27.6
9,1,229.3,6.97,32.6,63.5,100.0,11.7
11,0,32.9,2.36,24.4,35.0,28.2,36.4
1,0,14.4,1.62,16.2,42.2,28.2,13.1
6,1,364.0,10.0,32.2,82.8,100.0,0.0
10,0,54.0,3.0,28.3,32.6,35.4,47.4
9,1,121.0,5.77,32.3,44.4,100.0,44.1
11,0,1.7,1.35,24.1,30.9,20.3,37.5
5,0,146.9,3.81,32.1,40.3,94.6,49.9
5,0,97.0,3.49,26.4,38.5,50.8,41.0
9,1,154.3,6.07,32.7,43.7,100.0,34.7
2,0,28.7,1.2,20.2,42.8,29.9,31.1
3,0,92.7,2.82,25.4,48.4,50.7,31.3
8,1,331.4,8.9,31.7,78.1,100.0,0.0
9,1,60.8,3.79,32.7,35.2,65.3,68.8
2,0,12.1,1.29,20.5,37.4,16.9,38.2
7,1,144.4,6.01,28.8,50.0,100.0,18.3
5,0,4.9,0.63,25.8,32.1,8.2,42.1
7,1,261.6,6.99,29.9,67.7,100.0,4.1
12,0,12.0,1.54,17.9,30.5,31.1,35.1
1,0,23.1,1.86,20.8,32.9,36.9,40.3
12,0,41.0,1.45,21.0,34.2,21.0,33.7
6,1,152.8,5.39,33.4,51.7,100.0,23.7
10,0,56.1,2.38,24.9,46.8,54.3,34.8
6,1,189.1,6.25,29.6,43.9,100.0,21.6
4,0,102.6,3.64,30.9,48.5,66.0,35.6
10,0,51.3,2.13,26.6,36.9,23.5,61.2
9,1,131.4,6.22,31.1,49.9,100.0,37.9
2,0,26.6,2.33,19.6,40.9,28.8,35.0
9,1,209.2,6.4,33.8,61.5,100.0,39.0
10,0,2.5,1.61,29.9,27.5,20.1,66.5
5,0,29.6,2.17,29.8,23.8,24.7,62.6
12,0,31.5,2.86,20.1,38.1,44.9,24.5
8,1,210.9,6.56,28.8,61.2,100.0,2.5
5,0,44.8,2.86,31.8,30.2,52.5,42.9
1,0,13.1,1.79,22.1,37.5,16.6,44.0
9,1,181.0,7.22,29.9,52.9,100.0,8.5
3,0,94.3,4.16,30.6,36.7,81.5,51.8
10,0,25.2,2.12,25.7,27.8,22.4,50.1
7,1,115.2,4.85,34.5,37.7,100.0,50.5
6,1,201.0,7.02,34.7,53.4,100.0,25.6
2,0,13.9,1.67,17.7,28.1,11.4,45.4
9,1,224.0,8.19,32.5,53.7,100.0,27.1
2,0,1.5,1.58,22.0,22.7,14.7,49.2
6,1,207.5,6.61,37.5,48.0,100.0,27.9
11,0,27.0,1.76,18.1,45.5,18.0,28.6
12,0,20.4,1.18,23.6,28.3,18.0,38.4
12,0,16.5,2.16,20.0,40.0,49.0,18.4
12,0,13.9,1.29,16.9,52.8,8.5,19.3
7,1,115.7,5.67,30.7,50.1,100.0,42.1
3,0,67.6,2.08,27.0,39.2,31.7,35.8
11,0,28.9,2.15,17.4,44.7,56.1,23.0
10,0,66.1,3.51,27.8,30.8,71.3,43.5
12,0,5.2,0.31,22.4,25.0,0.0,54.0
8,1,142.1,6.75,31.6,46.2,100.0,41.8
2,0,17.2,1.59,18.6,39.7,13.4,25.8
7,1,151.2,5.81,30.6,53.7,100.0,16.1
6,1,217.4,7.39,31.0,55.0,100.0,2.6
11,0,20.8,2.35,20.5,37.6,24.4,40.3
5,0,99.3,3.65,29.8,41.9,72.1,29.4
4,0,117.0,4.44,27.7,44.7,90.7,32.2
1,0,26.0,2.33,16.5,40.3,39.2,27.6
11,0,4.7,2.65,18.6,31.6,32.8,31.3
10,0,40.2,2.62,27.4,35.5,49.7,45.3
1,0,14.2,2.96,22.8,34.9,37.4,48.9
6,1,145.3,6.15,34.2,42.2,100.0,34.7
6,1,92.3,3.46,35.4,38.8,68.5,46.8
6,1,146.0,7.19,31.3,52.0,100.0,26.0
12,0,9.8,1.35,21.9,37.3,24.7,48.0
2,0,7.6,2.55,16.4,32.8,31.7,42.0
4,0,59.6,2.71,28.1,37.0,42.2,43.4
3,0,108.9,4.31,24.3,42.3,72.1,19.0
3,0,76.6,2.62,26.8,40.5,33.3,44.9
11,0,42.2,2.72,27.6,29.7,41.7,37.4
12,0,16.9,1.69,20.8,42.3,22.7,32.7
1,0,11.8,2.68,17.8,41.4,31.8,25.3
8,1,180.3,6.57,32.0,57.2,100.0,30.9
3,0,78.5,3.63,25.7,46.5,81.6,40.6
3,0,84.4,1.89,24.6,41.6,44.8,22.0
4,0,138.5,4.22,32.3,42.8,78.6,38.7
3,0,42.1,2.59,29.7,41.3,40.1,42.7
6,1,246.1,7.76,31.9,60.6,100.0,5.6
12,0,17.3,2.42,19.0,30.6,29.0,40.0
8,1,59.0,3.66,30.2,39.7,58.7,44.4
9,1,239.3,7.52,34.9,58.7,100.0,18.4
6,1,277.6,8.96,31.8,73.8,100.0,1.5
1,0,5.6,0.24,12.3,42.2,5.3,26.0
2,0,14.9,2.15,26.1,31.3,23.0,52.7
4,0,13.1,1.56,27.5,37.6,23.3,50.3
3,0,28.5,1.52,27.9,24.3,17.9,48.4
11,0,26.5,2.23,22.7,32.9,24.6,52.9
11,0,9.9,2.43,21.2,30.1,30.5,45.2
11,0,2.8,2.18,21.9,22.0,15.1,50.6
8,1,197.7,6.57,29.9,60.1,100.0,12.1
7,1,139.8,6.02,27.9,45.8,100.0,28.5
8,1,143.7,6.1,31.7,50.7,100.0,36.0
5,0,94.4,3.34,30.6,41.6,60.3,48.3
9,1,90.5,4.1,29.4,43.1,87.3,51.0
10,0,40.1,1.92,25.2,33.6,39.1,45.0
10,0,75.1,3.5,30.1,33.4,54.5,62.7
8,1,254.6,7.77,29.9,64.8,100.0,7.8
1,0,28.6,1.44,19.0,43.7,21.0,23.6
9,1,128.8,4.26,30.1,45.0,82.3,19.2
5,0,100.9,4.02,26.8,40.2,81.5,33.7
9,1,119.6,4.76,27.1,40.3,89.3,43.1
7,1,320.6,9.31,29.7,75.4,100.0,0.0
11,0,2.5,2.29,20.6,31.1,28.7,40.9
5,0,113.8,2.99,27.6,44.7,51.2,30.8
12,0,7.8,1.63,22.9,31.7,2.0,51.8
11,0,37.1,2.14,24.6,33.7,40.2,39.1
4,0,89.5,3.52,30.8,40.3,61.7,36.3
6,1,101.8,5.48,33.3,41.4,100.0,50.7
7,1,139.8,4.7,30.6,56.3,100.0,18.3
10,0,95.8,3.76,25.4,47.8,70.8,10.7
9,1,261.1,8.54,31.0,72.3,100.0,10.5
11,0,14.2,1.67,21.5,30.9,27.6,48.1
5,0,71.5,2.85,29.1,29.5,44.8,64.8
7,1,238.4,7.72,32.6,59.6,100.0,18.3
6,1,190.1,6.71,30.7,58.3,100.0,20.9
11,0,0.8,1.86,22.0,36.0,23.0,43.1
4,0,43.2,2.7,30.2,38.4,48.5,48.7
8,1,198.1,6.07,33.2,40.5,100.0,36.3
2,0,28.4,2.66,19.9,44.6,34.4,21.1
11,0,32.8,2.86,17.9,42.3,43.8,13.6
5,0,95.7,3.53,24.9,36.8,73.5,29.1
5,0,79.5,2.19,25.3,45.3,40.6,39.6
7,1,237.7,7.38,31.6,61.2,100.0,0.0
6,1,128.7,5.39,32.3,45.4,96.7,27.5
11,0,13.3,1.08,16.5,43.8,13.2,25.5
7,1,116.5,4.81,29.7,45.8,87.8,29.7
7,1,83.8,3.53,31.6,29.9,71.7,57.1
2,0,18.7,2.24,17.8,37.9,26.8,34.9
1,0,17.0,1.94,21.1,27.6,22.2,45.4
5,0,92.7,2.37,26.2,46.2,66.2,23.6
12,0,21.0,2.13,18.2,45.6,30.6,32.4
12,0,17.7,1.82,20.1,30.3,19.6,43.5
8,1,222.9,7.47,32.0,54.5,100.0,16.2
8,1,176.7,6.0,28.9,49.0,100.0,19.8
5,0,83.6,2.69,26.4,39.2,61.5,38.3
3,0,46.0,1.96,28.2,36.4,39.6,44.3
1,0,19.1,1.56,18.1,36.2,24.3,15.8
5,0,92.1,3.35,22.9,48.8,40.2,25.5
4,0,47.9,2.55,23.2,44.0,42.4,35.7
3,0,71.7,2.82,26.0,45.5,43.4,13.3
4,0,49.4,2.23,23.7,32.9,45.3,43.0
1,0,9.2,1.47,19.1,43.0,27.2,41.9
8,1,93.4,6.07,35.2,43.2,100.0,41.3
12,0,28.9,1.62,16.6,48.9,16.3,14.5
9,1,262.1,7.61,30.3,64.3,100.0,0.0
6,1,221.4,9.1,36.3,50.4,100.0,41.9
6,1,331.9,9.59,32.0,69.2,100.0,0.0
4,0,63.8,1.95,26.1,33.2,35.6,34.8
2,0,48.3,2.97,19.6,41.6,55.7,26.7
8,1,162.5,5.4,32.1,53.0,100.0,44.7
7,1,199.6,7.24,35.2,58.3,100.0,19.0
1,0,10.6,1.59,18.7,34.2,23.7,32.6
5,0,82.3,2.88,25.1,42.1,67.0,34.8
4,0,97.6,4.42,23.6,45.3,87.8,17.8
3,0,66.2,3.16,27.3,35.0,55.9,56.9
9,1,316.8,9.62,27.5,79.2,100.0,0.0
7,1,198.4,6.93,29.8,57.7,100.0,1.6
8,1,200.8,6.45,28.7,57.9,100.0,5.6
9,1,110.0,5.27,33.7,41.3,100.0,51.1
12,0,19.6,2.62,18.7,41.0,25.6,20.4
10,0,65.6,2.89,28.0,40.5,59.1,43.0
8,1,133.2,6.44,27.0,44.2,100.0,30.2
11,0,6.5,2.14,20.3,39.2,29.6,23.9
6,1,385.7,10.54,28.0,86.7,100.0,0.0
12,0,12.1,1.89,18.9,34.5,13.3,35.7
10,0,21.9,2.02,32.5,28.4,29.9,71.2
8,1,126.2,4.47,33.3,44.0,100.0,36.5
11,0,14.4,1.73,19.7,41.8,21.5,30.3
7,1,222.1,7.27,39.0,46.9,100.0,34.6
9,1,222.7,6.9,28.7,67.1,100.0,5.8
4,0,92.3,3.55,29.9,40.0,75.5,45.3
12,0,7.9,1.67,16.2,35.7,15.1,23.6
8,1,206.2,7.29,30.4,53.9,100.0,19.2
10,0,41.1,2.72,23.6,32.3,47.4,37.1
6,1,132.3,5.45,31.6,35.8,100.0,45.6
11,0,4.9,0.78,20.1,38.0,14.0,37.9
1,0,1.9,2.61,19.2,44.8,16.4,46.8
2,0,26.7,1.95,22.7,27.7,19.4,41.1
7,1,233.0,7.31,29.6,56.5,100.0,6.6
9,1,255.2,7.6,31.8,66.6,100.0,0.0
10,0,71.3,2.63,29.1,37.2,18.4,36.1
6,1,239.8,8.42,27.3,68.3,100.0,0.0
8,1,44.4,4.42,29.1,32.8,74.8,57.0
7,1,246.5,7.9,31.1,59.2,100.0,13.2
12,0,16.9,1.77,21.6,34.2,15.2,40.6
8,1,228.3,7.64,34.6,44.7,100.0,25.3
6,1,209.3,6.93,30.5,51.3,100.0,13.0
12,0,4.1,1.47,19.2,40.0,13.3,23.5
2,0,0.0,1.7,17.8,41.7,32.1,22.8
12,0,7.2,1.38,20.8,41.4,16.8,22.6
2,0,21.2,2.08,19.3,40.0,23.8,39.3
4,0,92.8,3.48,26.3,31.6,56.3,53.8
10,0,24.9,2.36,26.8,29.1,32.0,36.5
9,1,104.5,4.42,32.4,46.4,96.6,42.6
12,0,7.0,2.07,18.6,44.3,22.8,28.2
9,1,152.5,5.21,29.1,56.4,100.0,20.4
8,1,75.1,3.86,32.1,34.4,70.8,47.7
5,0,23.1,1.64,19.4,31.4,37.1,42.7
1,0,6.0,0.98,18.5,35.9,10.6,35.1
2,0,15.9,2.43,17.1,38.8,30.4,33.6
4,0,31.0,1.54,30.0,38.5,28.2,45.7
1,0,13.7,1.36,18.9,38.1,22.3,19.0
7,1,261.5,8.68,29.6,65.6,100.0,0.6
10,0,27.0,1.7,26.9,32.9,13.8,41.5
12,0,12.7,1.64,18.5,39.1,25.6,37.1
6,1,258.9,7.27,30.0,68.0,100.0,0.0
11,0,10.4,2.21,20.2,31.7,17.2,34.2
12,0,8.7,2.18,18.9,30.9,30.4,31.0
11,0,27.8,2.5,18.9,45.9,35.8,19.9
6,1,156.4,6.15,28.5,42.5,100.0,28.7
4,0,106.4,3.67,24.1,54.9,74.0,19.1
12,0,19.7,1.58,20.2,27.3,28.7,44.6
3,0,58.7,2.18,27.8,33.7,46.7,52.0
5,0,85.8,3.99,23.4,49.0,85.3,20.2
1,0,18.5,2.33,21.9,35.3,35.8,54.8
10,0,103.7,3.16,28.9,35.8,67.1,51.3
8,1,137.8,5.48,33.4,46.0,100.0,35.4
2,0,15.5,1.63,20.7,36.1,12.0,34.2
3,0,68.0,2.18,28.6,36.2,31.9,41.9
7,1,234.2,7.49,36.5,52.8,100.0,28.2
7,1,101.1,4.47,30.2,40.8,98.0,32.3
10,0,103.6,3.0,24.4,43.1,69.9,18.8
4,0,85.4,2.32,23.2,56.4,40.8,0.0
12,0,0.5,0.57,24.4,29.4,0.0,47.0
6,1,273.0,7.94,35.4,60.7,100.0,20.2
10,0,143.7,4.32,24.7,49.1,91.7,14.4
3,0,103.1,3.04,25.2,54.2,60.3,18.4
1,0,30.7,2.5,19.2,31.1,49.0,35.3
1,0,15.9,1.78,23.1,35.7,23.3,32.5
5,0,15.2,2.15,23.8,32.1,30.8,45.0
12,0,0.0,1.39,15.1,30.8,14.5,35.9
1,0,17.8,1.38,25.4,28.2,6.6,53.1
5,0,50.5,2.58,27.8,36.9,44.5,52.7
2,0,4.9,0.84,21.1,29.5,11.8,52.4
12,0,14.3,2.11,19.5,37.9,41.5,36.7
9,1,227.4,6.69,32.2,67.0,100.0,1.2
10,0,22.1,2.49,23.2,35.6,25.1,37.3
9,1,145.4,5.41,28.9,41.4,100.0,45.4
8,1,296.3,9.26,31.3,65.2,100.0,0.0
10,0,34.5,1.52,21.3,36.7,24.8,34.7
1,0,24.6,1.58,19.2,36.5,27.0,23.4
11,0,9.7,1.92,19.1,36.9,14.5,31.2
9,1,222.0,7.84,30.2,60.7,100.0,13.7
9,1,264.5,8.99,29.6,74.6,100.0,0.0
5,0,94.5,3.41,24.5,44.5,66.5,21.6
10,0,100.0,4.6,22.4,41.3,71.8,20.4
5,0,32.0,1.97,27.4,38.7,40.8,55.1
1,0,27.3,2.7,19.2,45.0,56.7,29.3
11,0,5.6,1.05,16.6,38.8,10.6,29.9
3,0,78.6,3.32,27.2,38.8,49.9,41.5
2,0,17.8,0.45,19.3,40.4,4.1,19.2
8,1,217.4,6.37,29.8,57.7,100.0,12.1
3,0,81.1,3.4,21.6,34.6,66.6,36.9
11,0,5.7,0.83,21.7,36.3,14.4,36.6
6,1,76.1,4.48,27.9,43.5,79.7,44.6
1,0,24.6,2.54,20.2,44.8,33.8,30.9
12,0,17.0,1.54,18.0,34.5,18.5,36.7
7,1,268.5,7.49,30.0,67.4,100.0,0.0
4,0,68.5,2.59,29.9,37.6,65.0,53.4
9,1,71.8,3.56,32.3,35.3,65.4,41.1
7,1,254.4,7.73,33.8,61.7,100.0,10.6
1,0,10.9,1.78,20.8,35.2,18.9,42.5
10,0,81.3,2.94,28.0,40.9,43.8,40.4
5,0,48.6,3.48,22.5,43.0,72.5,38.2
9,1,306.6,8.4,30.2,77.9,100.0,0.0
11,0,5.4,2.44,19.4,31.5,35.5,32.7
8,1,154.0,5.16,34.1,45.0,100.0,24.4
9,1,188.3,6.51,29.7,52.3,100.0,15.6
4,0,34.0,2.89,27.7,30.1,38.7,56.0
3,0,80.9,3.8,27.6,32.0,68.0,49.4
5,0,123.2,3.71,29.9,44.7,70.0,22.0
11,0,9.6,2.03,19.7,38.1,34.0,41.8
7,1,210.4,7.16,33.1,54.3,100.0,12.6
5,0,0.0,1.18,22.7,31.8,8.9,44.0
10,0,68.7,3.24,23.0,44.0,55.8,22.0
11,0,11.6,2.85,14.3,47.4,61.8,17.1
11,0,6.0,1.9,22.0,31.2,12.6,43.5
4,0,105.7,3.95,28.7,37.0,64.9,43.9
9,1,154.9,6.2,33.2,46.2,100.0,49.5
8,1,166.3,5.15,29.3,60.9,100.0,17.3
6,1,151.0,6.0,29.6,43.2,100.0,24.8
5,0,6.7,1.02,26.7,32.9,12.9,55.6
2,0,2.5,1.2,23.6,37.3,11.5,58.2
4,0,101.7,4.83,31.2,28.4,94.3,56.0
7,1,17.5,2.9,33.0,28.3,45.9,74.9
11,0,6.6,1.19,20.8,37.3,28.6,23.1
11,0,10.6,2.4,23.3,31.6,34.9,47.9
3,0,127.5,3.48,26.4,44.8,68.7,22.6
9,1,239.2,7.22,30.0,58.9,100.0,0.7
2,0,8.9,2.43,19.7,33.9,12.6,35.2
9,1,280.4,8.33,28.6,67.7,100.0,0.0
5,0,45.6,1.47,26.6,33.1,30.8,40.6
6,1,257.7,8.18,28.2,64.4,100.0,0.0
9,1,75.4,3.97,33.6,40.4,75.9,50.1
6,1,262.6,8.88,32.4,57.4,100.0,14.4
10,0,56.6,2.27,30.6,25.3,45.0,60.1
7,1,100.8,5.35,26.9,49.6,100.0,29.6
12,0,12.6,2.82,24.8,31.1,44.1,55.8
8,1,201.4,6.22,27.1,56.6,100.0,11.4
4,0,53.7,2.46,24.0,38.3,23.8,35.1
10,0,88.3,3.5,25.4,43.9,75.8,12.5
5,0,50.8,2.0,30.3,30.8,35.9,58.7
7,1,227.8,7.42,31.6,61.4,100.0,2.2
2,0,19.9,1.76,19.4,32.7,17.5,33.3
2,0,14.3,1.64,18.0,36.2,28.6,32.3
7,1,146.0,5.65,27.6,38.8,100.0,39.4
3,0,75.0,3.04,29.8,43.2,57.2,56.0
12,0,21.1,2.02,22.0,34.7,27.9,30.8
11,0,37.7,1.89,23.4,40.3,33.8,24.3
9,1,252.3,7.41,32.0,64.6,100.0,7.1
9,1,255.2,7.73,24.4,71.5,100.0,0.0
8,1,417.8,11.03,27.9,90.3,100.0,0.0
1,0,20.7,1.65,21.2,38.1,17.0,33.8
5,0,86.0,3.41,26.1,37.2,71.5,40.4
6,1,234.2,6.3,29.6,55.6,100.0,0.0
11,0,3.9,1.14,17.2,36.3,17.3,21.2
3,0,55.4,2.44,29.4,31.4,41.4,46.4
6,1,141.0,5.01,32.1,52.6,92.5,28.3
5,0,91.4,4.3,28.3,43.0,93.7,41.1
2,0,13.1,1.77,18.4,33.6,24.9,29.6
2,0,16.5,1.94,20.4,34.8,29.3,35.8
5,0,105.9,3.33,23.7,47.6,76.7,38.0
1,0,24.5,1.98,19.7,37.6,40.9,22.8
1,0,13.2,1.04,13.7,42.4,12.9,10.4
5,0,47.9,2.36,23.1,39.1,44.7,38.9
3,0,107.5,3.09,26.2,38.2,65.2,39.9
7,1,239.6,7.33,36.9,45.6,100.0,33.9
1,0,0.0,0.0,15.5,35.7,0.0,40.8
4,0,59.7,2.02,23.9,42.6,38.2,33.5
6,1,192.7,7.43,31.5,51.9,100.0,5.6
12,0,23.6,2.47,24.4,40.2,42.9,40.0
8,1,250.1,8.49,31.5,62.1,100.0,1.0
11,0,18.1,2.7,21.8,42.1,50.7,43.9
5,0,89.3,3.69,26.2,48.2,70.2,35.3
6,1,184.9,6.13,29.7,59.2,100.0,0.7
6,1,128.1,4.64,31.2,38.2,100.0,50.7
11,0,12.1,2.43,18.4,37.2,27.4,37.2
12,0,15.2,1.84,21.8,40.9,40.1,31.6
12,0,14.6,3.29,16.0,40.8,60.9,21.0
10,0,7.8,1.44,29.2,30.6,12.9,70.1
7,1,149.4,6.87,31.1,40.6,100.0,19.0
7,1,184.3,6.29,30.5,62.9,100.0,16.1
12,0,11.9,2.54,15.9,35.1,44.4,34.5
4,0,61.9,3.76,24.6,29.7,66.8,40.5
5,0,86.1,2.61,30.0,37.2,73.1,49.4
11,0,3.1,1.27,19.5,22.6,10.0,44.6
5,0,16.3,1.21,27.7,24.9,15.2,52.0
3,0,58.5,1.93,24.8,51.7,29.5,20.3
7,1,238.8,7.88,30.9,59.2,100.0,13.7
4,0,125.7,3.9,23.6,42.9,78.5,15.1
11,0,23.6,2.0,20.2,37.5,29.5,19.8
11,0,0.0,1.83,20.9,28.8,22.8,44.1
4,0,62.3,1.63,27.8,41.4,18.3,35.9
7,1,199.8,7.47,28.7,52.5,100.0,4.1
12,0,17.0,1.63,19.1,38.6,15.0,30.3
9,1,221.5,7.45,32.3,51.6,100.0,25.1
3,0,39.7,2.67,26.5,47.8,53.8,36.2
8,1,185.0,7.22,30.3,56.0,100.0,8.3
8,1,212.4,6.88,35.8,52.5,100.0,31.1
8,1,243.6,6.3,28.6,62.2,100.0,8.4
1,0,6.1,1.66,22.7,30.0,25.3,62.9
4,0,58.6,2.79,24.1,35.7,49.7,48.0
11,0,0.0,0.88,21.6,28.7,14.8,36.6
3,0,49.5,2.58,28.8,42.8,45.6,50.0
4,0,52.7,2.34,25.7,34.6,34.1,43.7
4,0,36.4,1.42,24.0,25.6,9.8,37.3
3,0,75.5,3.41,22.1,37.8,62.0,30.2
2,0,14.4,1.45,18.5,42.0,25.1,41.6
5,0,0.0,1.26,28.3,26.1,20.3,70.8
11,0,17.4,1.57,17.3,38.1,20.7,17.9
1,0,4.8,2.34,20.2,40.4,42.6,32.9
4,0,86.0,3.2,23.3,40.4,59.6,31.2
1,0,0.9,1.57,19.4,37.8,11.5,19.5
7,1,182.3,6.08,28.1,51.5,100.0,2.1
4,0,60.7,2.99,26.8,40.5,49.6,39.9
10,0,80.0,3.91,25.7,39.4,62.8,35.6
8,1,189.6,6.88,28.0,54.8,100.0,0.0
10,0,61.6,3.14,25.4,43.1,60.7,36.7
8,1,61.7,4.3,28.7,40.1,76.4,51.7
6,1,66.3,3.2,27.7,36.9,71.1,40.6
11,0,8.6,1.15,22.7,30.8,0.0,44.8
6,1,179.4,6.16,30.1,60.8,100.0,18.5
12,0,8.3,1.23,14.5,42.6,30.1,21.5
12,0,21.9,1.3,18.4,36.6,14.9,15.5
8,1,158.5,4.75,33.3,43.9,100.0,28.7
9,1,105.7,4.01,29.1,47.7,87.1,28.8
4,0,60.8,2.56,30.7,35.1,55.0,44.3
10,0,77.5,3.01,24.9,40.9,67.4,43.4
9,1,205.0,6.32,32.3,55.5,100.0,23.6
11,0,35.7,2.26,22.6,39.0,32.2,25.4
4,0,47.9,2.2,28.1,34.4,34.9,46.1
10,0,67.6,3.51,23.6,47.3,57.8,34.8
6,1,212.8,6.86,28.6,65.3,100.0,0.0
3,0,69.2,3.3,29.9,39.1,60.2,52.1
3,0,53.5,2.69,25.0,44.9,61.7,43.8
7,1,60.7,3.07,33.4,32.4,57.8,68.7
4,0,53.1,2.51,25.9,40.7,62.7,39.2
2,0,3.2,0.82,20.4,39.2,0.0,44.1
6,1,47.1,3.58,27.5,40.1,52.2,38.5
8,1,118.7,4.63,29.5,48.8,91.5,50.0
4,0,35.4,2.44,24.8,38.6,51.1,41.4
12,0,21.4,1.12,20.6,46.5,14.4,35.8
10,0,89.8,3.31,27.2,39.0,51.8,33.4
7,1,110.4,5.25,32.2,40.1,100.0,47.3
12,0,12.1,2.29,18.8,35.7,22.5,36.0
6,1,36.9,2.98,28.7,30.8,36.0,45.8
2,0,9.6,1.7,20.5,25.1,34.4,35.5
1,0,19.4,2.0,17.4,45.8,27.7,18.9
12,0,24.1,2.91,22.7,30.3,45.2,51.1
12,0,7.2,0.75,19.7,36.2,3.0,19.5
9,1,261.0,7.37,30.2,57.9,100.0,1.0
2,0,0.0,3.18,21.2,36.2,39.6,48.9
4,0,28.8,1.91,26.8,28.9,23.8,41.7
1,0,22.8,0.82,15.9,35.1,9.9,34.2
1,0,33.4,1.82,17.3,42.1,39.9,11.9
3,0,86.3,1.56,29.6,35.7,38.4,37.1
7,1,176.9,6.38,31.2,48.7,100.0,24.1
1,0,0.0,1.99,15.8,38.2,33.2,40.2
12,0,0.0,0.95,20.9,37.3,10.3,31.9
6,1,190.0,6.22,29.6,50.7,100.0,4.5
4,0,58.2,3.22,24.8,33.9,57.1,28.1
7,1,94.9,3.55,28.1,41.8,74.0,43.0
10,0,72.2,2.15,29.5,39.9,40.5,32.5
4,0,73.8,2.84,22.1,50.7,59.4,28.7
1,0,25.4,1.56,17.9,34.1,13.7,29.5
1,0,16.5,1.65,20.3,34.6,37.0,34.9
11,0,28.5,1.31,23.9,41.0,3.0,39.3
2,0,15.1,1.93,21.4,45.0,33.0,24.1
8,1,171.1,6.03,28.9,47.6,100.0,22.9
5,0,105.1,3.93,30.8,37.4,82.0,33.5
10,0,37.7,2.37,23.6,38.7,32.7,47.2
1,0,46.0,2.54,20.7,37.5,51.8,21.3
11,0,19.1,1.01,21.2,32.1,8.5,42.1
9,1,209.3,7.18,28.8,59.6,100.0,0.0
6,1,220.4,6.91,32.7,64.6,100.0,6.7
3,0,131.9,4.04,25.7,42.7,85.4,21.1
12,0,23.7,2.6,21.7,43.7,28.8,54.8
4,0,17.0,1.41,22.4,31.8,30.4,41.6
6,1,288.1,9.27,31.8,69.5,100.0,0.0
5,0,58.8,3.54,26.0,46.0,79.2,29.8
3,0,73.5,3.42,29.9,38.8,76.8,32.7
5,0,27.8,1.47,26.9,31.2,15.8,49.1
2,0,20.8,0.6,23.1,38.2,0.0,53.0
1,0,7.8,2.3,21.3,33.3,9.6,42.2
4,0,73.3,3.03,26.7,42.3,53.6,42.5
2,0,11.9,1.29,22.0,33.2,27.5,33.2
5,0,133.5,4.87,29.0,51.1,95.2,23.5
11,0,36.8,1.72,21.2,31.6,23.0,37.8
2,0,15.5,1.56,14.3,35.8,15.0,15.4
1,0,15.7,2.13,17.5,31.3,31.6,34.7
2,0,10.9,1.05,23.5,32.6,19.1,49.3
